,,,,,,,,,,,,VIP scores from the PLS-DA analysis,,,,
Protein,Accession Number,Protein Name,Peptides per protein,Mean COVID+,Mean COVID-,Median COVID+,Median COVID-,%CV COVID+,%CV COVID-,Mann-Whitney U Test p value,Fold Change,Comp. 1,Comp. 2,Comp. 3,Comp. 4,Comp. 5
sp|A0A0C4DH34|HV428_HUMAN,A0A0C4DH34,Immunoglobulin heavy variable 4-28,2,0.000279952,0.000404112,3.06889E-05,0.000450356,129.6774696,66.80661937,1.0001,0.07,0.6019,0.83105,0.83225,0.8326,0.83245
sp|Q14116|IL18_HUMAN,Q14116,Interleukin-18,1,1.27399E-05,1.18189E-05,1.20125E-05,1.15095E-05,42.87757083,48.25061427,0.8411,1.04,0.23263,0.39757,0.44232,0.44231,0.44222
sp|P47985|UCRI_HUMAN,P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",1,1.86797E-05,1.91509E-05,2.08401E-05,9.15351E-06,48.92806444,97.05407402,0.6901,2.28,0.078335,0.14433,0.17086,0.19412,0.20051
sp|A0A0B4J1Y8|LV949_HUMAN,A0A0B4J1Y8,Immunoglobulin lambda variable 9-49,1,3.69592E-05,1.11659E-05,4.01103E-05,5.2186E-06,81.81321858,117.3806495,0.1511,7.69,1.5067,1.4514,1.4436,1.4417,1.4416
sp|A0A087WSX0|LV545_HUMAN,A0A087WSX0,Immunoglobulin lambda variable 5-45,1,1.28449E-05,4.37506E-06,8.36559E-06,3.098E-06,62.44622921,74.04056591,0.0561,2.70,1.7717,1.7185,1.7094,1.7075,1.7071
sp|Q9Y3D6|FIS1_HUMAN,Q9Y3D6,Mitochondrial fission 1 protein,1,9.99735E-06,6.69211E-06,1.15624E-05,4.98923E-06,69.41543293,94.2516308,0.4211,2.32,0.78707,0.85551,0.8531,0.85431,0.85406
sp|P08236|BGLR_HUMAN,P08236,Beta-glucuronidase,1,1.04338E-05,7.29309E-06,3.72986E-06,7.60373E-06,114.5721231,50.08779199,0.8411,0.49,0.53379,0.5084,0.50561,0.5089,0.51014
sp|O43653|PSCA_HUMAN,O43653,Prostate stem cell antigen,1,1.89315E-05,1.919E-05,2.04374E-05,2.14117E-05,72.6012265,80.69113755,1.0001,0.95,0.022089,0.43186,0.44264,0.44262,0.44256
sp|Q96D96|HVCN1_HUMAN,Q96D96,Voltage-gated hydrogen channel 1,1,7.06799E-06,4.67628E-06,4.31745E-06,2.87348E-06,123.1666272,117.7212576,0.6901,1.50,0.50225,0.4958,0.50399,0.51207,0.51195
sp|A0A0C4DH25|KVD20_HUMAN,A0A0C4DH25,Immunoglobulin kappa variable 3D-20,2,0.000299724,0.000210595,0.000260731,0.000181618,28.49170837,60.144984,0.4211,1.44,1.1621,1.186,1.1795,1.1787,1.1785
sp|P01766|HV313_HUMAN,P01766,Immunoglobulin heavy variable 3-13,1,7.0458E-05,4.87486E-05,6.19353E-05,6.09416E-05,34.6633591,75.59255027,0.5481,1.02,1.0373,1.0041,0.99988,0.99859,0.99834
sp|P04432|KVD39_HUMAN,P04432,Immunoglobulin kappa variable 1D-39,1,4.08528E-05,1.31914E-05,3.92416E-05,9.60468E-06,55.01088436,81.70949492,0.0561,4.09,1.8926,1.8033,1.7935,1.7918,1.7913
sp|P62834|RAP1A_HUMAN,P62834,Ras-related protein Rap-1A,1,2.53995E-05,1.3605E-05,1.96412E-05,1.12479E-05,79.95619671,59.43237889,0.2221,1.75,1.1358,1.0825,1.0917,1.091,1.0906
sp|P01601|KVD16_HUMAN,P01601,Immunoglobulin kappa variable 1D-16,1,3.19491E-05,1.87895E-05,2.63822E-05,1.55559E-05,61.34640499,86.23383745,0.3101,1.70,1.0839,1.0412,1.0369,1.0362,1.0359
sp|P61020|RAB5B_HUMAN,P61020,Ras-related protein Rab-5B,1,6.15961E-06,6.6061E-06,2.35811E-06,4.68307E-06,106.6442905,107.3024655,1.0001,0.50,0.095963,0.10306,0.15717,0.15805,0.15838
sp|A0A087WSY4|HV432_HUMAN,A0A087WSY4,Immunoglobulin heavy variable 4-30-2,1,4.12047E-05,2.11618E-05,2.68112E-05,1.93636E-05,84.43048269,55.89999335,0.3101,1.38,1.1358,1.1311,1.1311,1.1311,1.1308
sp|A0A0C4DH31|HV118_HUMAN,A0A0C4DH31,Immunoglobulin heavy variable 1-18,1,6.02795E-05,3.59147E-05,5.78058E-05,3.21502E-05,45.27240089,34.97127516,0.1511,1.80,1.5661,1.4956,1.4876,1.4855,1.4851
sp|P01706|LV211_HUMAN,P01706,Immunoglobulin lambda variable 2-11,1,7.53036E-05,2.79239E-05,7.37427E-05,3.39782E-05,37.39887357,54.97246938,0.0161,2.17,2.1834,2.0807,2.0695,2.0671,2.0665
sp|Q6PI73|LIRA6_HUMAN,Q6PI73,Leukocyte immunoglobulin-like receptor subfamily A member 6,1,1.47132E-05,1.05926E-05,8.00449E-06,1.18781E-05,116.408328,33.94621298,0.6901,0.67,0.53204,0.74974,0.75537,0.75431,0.755
sp|Q04941|PLP2_HUMAN,Q04941,Proteolipid protein 2,1,4.60163E-05,1.72418E-05,4.30462E-05,1.40948E-05,32.71351807,87.84499541,0.0321,3.05,2.0955,1.9975,1.9887,1.9857,1.9853
sp|Q9NRP0|OSTC_HUMAN,Q9NRP0,Oligosaccharyltransferase complex subunit OSTC ,1,2.04249E-05,3.70066E-05,6.06288E-06,9.46559E-06,144.2717339,116.3445355,0.6901,0.64,0.69031,0.73169,0.72818,0.7272,0.72753
sp|Q9H1C7|CYTM1_HUMAN,Q9H1C7,Cysteine-rich and transmembrane domain-containing protein 1,1,1.14967E-05,1.41732E-05,1.13946E-05,1.69135E-05,89.54746936,62.64835066,0.8411,0.67,0.4242,0.40926,0.41554,0.42316,0.42415
sp|Q96S97|MYADM_HUMAN,Q96S97,Myeloid-associated differentiation marker,1,1.63604E-05,1.36357E-05,1.3731E-05,1.21988E-05,72.22876958,28.02940571,1.0001,1.13,0.47628,0.46794,0.4835,0.48973,0.48966
sp|Q969X1|LFG3_HUMAN,Q969X1,Protein lifeguard 3,1,1.89482E-05,1.38626E-05,1.93109E-05,1.46489E-05,8.968292055,65.80840464,0.1511,1.32,1.0871,1.0557,1.05,1.049,1.0492
sp|Q969L2|MAL2_HUMAN,Q969L2,Protein MAL2,1,4.92134E-05,5.3431E-05,4.14157E-05,5.18875E-05,40.72580721,42.95865118,0.6901,0.80,0.34013,0.35467,0.35321,0.36093,0.36133
sp|Q6UXB3|LYPD2_HUMAN,Q6UXB3,Ly6/PLAUR domain-containing protein 2,1,2.83406E-05,1.20346E-05,2.59864E-05,9.91733E-06,32.60683109,52.38969188,0.0161,2.62,2.1534,2.0601,2.0495,2.0464,2.0458
sp|Q5H9S7|DCA17_HUMAN,Q5H9S7,DDB1- and CUL4-associated factor 17,1,7.53E-05,2.87662E-05,0.000103326,1.44231E-05,75.87311234,112.5432073,0.1511,7.16,1.3758,1.3117,1.3053,1.3037,1.304
sp|Q16181|SEPT7_HUMAN,Q16181,Septin-7,1,2.13139E-05,2.5031E-05,2.05551E-05,2.93179E-05,46.26328722,71.51851697,0.6901,0.70,0.40415,0.49403,0.5128,0.51342,0.51333
sp|Q15836|VAMP3_HUMAN,Q15836,Vesicle-associated membrane protein 3,1,1.01953E-05,7.11461E-06,7.97615E-06,3.21611E-06,78.58092161,86.97578645,0.6901,2.48,0.67921,0.65108,0.6597,0.66263,0.66246
sp|Q15005|SPCS2_HUMAN,Q15005,Signal peptidase complex subunit 2,1,1.61759E-05,1.393E-05,1.55886E-05,1.53392E-05,34.08867384,51.83539939,0.6901,1.02,0.62543,0.64613,0.66273,0.66193,0.66174
sp|Q01629|IFM2_HUMAN,Q01629,Interferon-induced transmembrane protein 2,1,1.93066E-05,1.44015E-05,1.56213E-05,1.31245E-05,58.76331446,52.21958816,0.5481,1.19,0.8073,0.77136,0.77487,0.77886,0.7787
sp|P56747|CLD6_HUMAN,P56747,Claudin-6,1,2.96711E-05,2.94801E-05,3.33357E-05,3.20024E-05,53.77589336,42.76761661,1.0001,1.04,0.017765,0.38485,0.39564,0.40388,0.40382
sp|P03923|NU6M_HUMAN,P03923,NADH-ubiquinone oxidoreductase chain 6,1,0.000601707,0.000443943,0.000724199,0.000392412,59.41849887,69.13392175,0.3101,1.85,0.73863,0.74028,0.75443,0.75381,0.75449
sp|P42858|HD_HUMAN,P42858,Huntingtin,1,1.32019E-05,1.56137E-05,1.22386E-05,1.52084E-05,62.00190719,73.01770274,0.6901,0.80,0.35106,0.33566,0.37394,0.375,0.37701
sp|A0A0B4J1V2|HV226_HUMAN,A0A0B4J1V2,Immunoglobulin heavy variable 2-26,1,2.99208E-05,2.74175E-05,2.87592E-05,1.85695E-05,19.13261242,60.72078154,0.5481,1.55,0.28356,0.53335,0.53086,0.53046,0.53074
sp|P01742|HV169_HUMAN,P01742,Immunoglobulin heavy variable 1-69,1,4.74903E-05,5.62911E-05,6.28144E-05,5.30482E-05,56.64227022,12.73987584,1.0001,1.18,0.69725,0.77659,0.78936,0.78825,0.78853
sp|P11233|RALA_HUMAN,P11233,Ras-related protein Ral-A,1,1.42308E-05,1.83758E-05,7.99833E-06,5.73253E-06,88.17815966,122.9125109,0.8411,1.40,0.36331,0.3469,0.36329,0.36276,0.36266
sp|P22748|CAH4_HUMAN,P22748,Carbonic anhydrase 4,1,1.64676E-05,1.00784E-05,9.89788E-06,1.16221E-05,92.83657671,30.33158427,1.0001,0.85,0.85128,0.92029,0.91848,0.91709,0.91724
sp|P78380|OLR1_HUMAN,P78380,Oxidized low-density lipoprotein receptor 1,1,9.89451E-06,6.51892E-06,1.08669E-05,7.49999E-06,79.63790823,49.54011185,0.4211,1.45,0.84168,0.85126,0.86418,0.86442,0.86438
sp|P51884|LUM_HUMAN,P51884,Lumican,1,8.95338E-06,1.77766E-05,3.429E-06,2.02443E-05,99.72835717,81.40110734,0.1511,0.17,1.0722,1.1324,1.132,1.1316,1.1313
sp|Q5VU65|P210L_HUMAN,Q5VU65,Nuclear pore membrane glycoprotein 210-like,1,6.56702E-05,4.10969E-05,4.9567E-05,3.27845E-05,37.01028921,54.80774299,0.2221,1.51,1.4642,1.4407,1.4328,1.4315,1.431
sp|Q92544|TM9S4_HUMAN,Q92544,Transmembrane 9 superfamily member 4,1,4.53091E-06,1.0329E-05,5.32704E-06,2.20054E-06,50.25830699,125.3535111,1.0001,2.42,0.95237,1.0241,1.0197,1.0187,1.0195
